mood_label,mood_matrix,mood_vector,tweet_text
1511,"[[[0.15444444 0.11253333 0.38483333 0.20386667]
  [0.15468254 0.39197778 0.27062222 0.30648889]
  [0.10222222 0.07306667 0.23256667 0.1431    ]
  [0.09785714 0.114      0.28233333 0.181     ]
  [0.13063492 0.43153333 0.23313333 0.33093333]
  [0.08833333 0.04936667 0.1992     0.09013333]
  [0.06277778 0.19566667 0.16426667 0.15966667]
  [0.20904762 0.5392     0.33583333 0.4976    ]]]","[0.15444444 0.11253333 0.38483333 0.20386667 0.15468254 0.39197778
 0.27062222 0.30648889 0.10222222 0.07306667 0.23256667 0.1431
 0.09785714 0.114      0.28233333 0.181      0.13063492 0.43153333
 0.23313333 0.33093333 0.08833333 0.04936667 0.1992     0.09013333
 0.06277778 0.19566667 0.16426667 0.15966667 0.20904762 0.5392
 0.33583333 0.4976    ]",penc wow kain go 12 second without lie marin militari scare liar run bengazinevada sorri inform kellyann audienc better luck next timelook good begingo enjoywow hear bill clinton statement bad obamacar hillari happi say repeal replacthank arizona movement like nobodi ever seen togeth go make america safewatch great governor penc live tweet vp debat tonight start 8 30pm est enjoyberni pull endors crook hillari deciev attack supportpeopl realli smart cancel subscript dalla amp arizona paper amp usa today lose reader peopl getrememb believ sourc said dishonest media name sourc sourc existwow crook hillari dupe use worst miss u hillari float angel without check past terriblanytim see stori campaign say sourc said believ sourc made liehillari profit rig system fight rememb simpl phrase followthemoneyjoin waukesha wisconsin live enjoyhonor meet polish american congress chicago morn imwithy video
1512,"[[[0.13877866 0.30966667 0.643      0.4685    ]
  [0.15343915 0.69994444 0.58344445 0.65477778]
  [0.09016755 0.072      0.45833333 0.2225    ]
  [0.10251323 0.18922222 0.44233333 0.29161111]
  [0.14109347 0.77175    0.61566667 0.71733333]
  [0.12411817 0.1735     0.53686667 0.33603333]
  [0.05478395 0.34433333 0.304      0.39566667]
  [0.19510582 0.71691667 0.60936111 0.6905    ]]]","[0.13877866 0.30966667 0.643      0.4685     0.15343915 0.69994444
 0.58344445 0.65477778 0.09016755 0.072      0.45833333 0.2225
 0.10251323 0.18922222 0.44233333 0.29161111 0.14109347 0.77175
 0.61566667 0.71733333 0.12411817 0.1735     0.53686667 0.33603333
 0.05478395 0.34433333 0.304      0.39566667 0.19510582 0.71691667
 0.60936111 0.6905    ]",joey angri penc look great kain defend lie makeamericagreatagain 10 05 2016 01 22 08 5773 20249 fals 783477336645566464 twitter iphon rt penc one clear choic elect creat job grow american economi vpdebat 01 21 57 12631 0 true 783477292668375040 twitter iphon rt penc right clinton amp obama tri negoti iraq troop extens fail bush admin alway anticip 10 05 2016 01 21 25 5474 0 true 783477156647018496 twitter android penc much likeabl kain cbsnewchildcar plan make differ work famili money freedom americafirst meanmassiv turnout mr trump poll regist puls peopl 10 02 2016 12 10 33 10290 27973 fals 782553353242841088 twitter android creat ten thousand job bring back great american prosper hillari creat job fbi doj 10 02 2016 11 35 00 19176 51117 fals 782544407593619457 twitter android know complex tax law better anyon ever run presid one fix fail 10 02 2016 11 22 41 15421 41385 fals 782541307168391168 twitter android head pennsylvania big ralli tonight make america great 10 01 2016 21 29 56 8929 30580 fals 782331741369462784 twitter android wow saw realli bad rate peopl want watch bad product build crook hillari 10 01 2016 21 25 52 10920 31493 fals 782330717539803136 twitter android call commiss presidenti debat admit us djt audio amp sound level bad fix 10 01 2016 20 47 45 10490 28700 fals 782321125984436224 twitter android debat decid without watch total one side spin follow despit realli bad microphonthank novi michigan get vote trumppence16 11 8 togeth make america greatcrook hillari help disgust check sex tape past alicia becom u citizen could use debatuse alicia debat paragon virtu show crook hillari suffer bad judgement hillari set con
1520,"[[[0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.08    0.0206  0.04252 0.03264]
  [0.08    0.0512  0.05728 0.07184]
  [0.32    0.1992  0.16058 0.24754]]]","[0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.08    0.0206  0.04252 0.03264 0.08    0.0512  0.05728
 0.07184 0.32    0.1992  0.16058 0.24754]",unbeliev even melbourn florida w 15000 support addit 12000 could get thagovern peopl join movement todayhillari clinton campaign continu make fals claim foundat disclosurgreat afternoon littl havana hispan commun leader thank support imwithylast 24 hr rais 13m onlin donat nation call day still go thank america magawell say nbc presidenti forum last night big debat nicethank endors magagreat honor final debat poll movement win americafirst maga imwithythank trumpwon magahillari fail 30 year get job done never chang1 trend twitter right trumpwon thanktrump bar full undecid democratsaid histor victori trump nicethank governor americafirst debates2016thank senat debates2016 maganoth email noth corrupt clinton foundat noth benghazi debates2016 debatenightrt call support nafta search moment tonight debat debates20hillari clinton fail world libya syria iran iraq asia pivot russian reset benghazirt 100 true gt right call tpp gold standard debates20162008 campaign support traffick rumor obama heritag debatenightrt jess jackson donat space rainbow push coalit debatenightstand polic protect american debates2016 magasimpl fact typic politician talk action debates2016clinton economi tax spend debatenightpart rig dc system 30 year would take polici advic debates2016
1521,"[[[0.11396104 0.39816667 0.49033333 0.53516667]
  [0.15827922 0.53675    0.38825    0.50108333]
  [0.03333333 0.01016667 0.157      0.1025    ]
  [0.04848485 0.01383333 0.30566667 0.22366667]
  [0.13744589 0.53491667 0.40591667 0.50441667]
  [0.13479437 0.558      0.56083333 0.62      ]
  [0.17077922 0.52991667 0.59558333 0.6305    ]
  [0.20292208 0.53091667 0.40116667 0.50291667]]]","[0.11396104 0.39816667 0.49033333 0.53516667 0.15827922 0.53675
 0.38825    0.50108333 0.03333333 0.01016667 0.157      0.1025
 0.04848485 0.01383333 0.30566667 0.22366667 0.13744589 0.53491667
 0.40591667 0.50441667 0.13479437 0.558      0.56083333 0.62
 0.17077922 0.52991667 0.59558333 0.6305     0.20292208 0.53091667
 0.40116667 0.50291667]",rt nation voterregistrationday make sure regist vote makeamericagreatagain htu murder increas 10 8 2015 viathank cnbc debatenight poll 400000 vote trump 61 clinton 39 americafirst imwithytime debatenight poll 800000 vote thank americafirst magarussia warhead ever n korea test nuke iran got sweetheart deal keep thankhillari clinton candid stage vote iraq war debates2016 maga
1522,"[[[0.06754386 0.05       0.16373684 0.10889474]
  [0.1622807  0.33828947 0.19321053 0.27068421]
  [0.01052632 0.00657895 0.03289474 0.01963158]
  [0.11578947 0.13384211 0.21836842 0.17568421]
  [0.11403509 0.33768421 0.16247368 0.26889474]
  [0.05175439 0.04981579 0.07952632 0.06360526]
  [0.0745614  0.10673684 0.15626316 0.16621053]
  [0.40350877 0.60494737 0.41486842 0.55778947]]]","[0.06754386 0.05       0.16373684 0.10889474 0.1622807  0.33828947
 0.19321053 0.27068421 0.01052632 0.00657895 0.03289474 0.01963158
 0.11578947 0.13384211 0.21836842 0.17568421 0.11403509 0.33768421
 0.16247368 0.26889474 0.05175439 0.04981579 0.07952632 0.06360526
 0.0745614  0.10673684 0.15626316 0.16621053 0.40350877 0.60494737
 0.41486842 0.55778947]",join council bluff iowa today 3pm makeamericagreatagain ticketeveri line poll time magazin drudg etc win debat thank fox amp friend reportsupport best 18 million hard work peopl know shatter recordjoin 3pm ralli tomorrow mid america center council bluff iowa ticketcnbc time magazin onlin poll say donald trump first presidenti debat viatrue blue collar billionair donald trump show hillari clinton toucheveri poll last night presidenti debat except littl watch pollrealli enjoy debat last night crook hillari say go mani thing done last 30 yeargreat debat poll number 7 00 discuss enjoythank four new debatenight poll movement win togeth make america safe amp greatreport first presidenti debat poll trump 80 clinton 20 join movement today amp let magawow great debat poll except watch thankthank governor penc let make america safe great american peopl americafirstnuclear agreement pave way 400 million ransom paymentobama isi strategi allow expand becom global threat debatenightrt hillari polici made america less safe 200 gener militari leader endorsrt potu famili go safe secur law order restor maga debat dert watch stake elect debates2016hillari bad tax habit
1530,"[[[0.0825     0.08375    0.1791     0.14915   ]
  [0.14880952 0.28605    0.18255    0.21885   ]
  [0.0125     0.00625    0.03125    0.01865   ]
  [0.11166667 0.098      0.22485    0.1648    ]
  [0.2        0.32075    0.191      0.26395   ]
  [0.10714286 0.06305    0.192      0.128325  ]
  [0.07261905 0.104475   0.138175   0.138575  ]
  [0.2647619  0.44063333 0.29240833 0.437825  ]]]","[0.0825     0.08375    0.1791     0.14915    0.14880952 0.28605
 0.18255    0.21885    0.0125     0.00625    0.03125    0.01865
 0.11166667 0.098      0.22485    0.1648     0.2        0.32075
 0.191      0.26395    0.10714286 0.06305    0.192      0.128325
 0.07261905 0.104475   0.138175   0.138575   0.2647619  0.44063333
 0.29240833 0.437825  ]",instead drive job wealth away america becom world great magnet innov job creatirt poll show surg slip camp defens lower expect goifive peopl kill washington state middl eastern immigr mani peopl die weekend ohio drug overdos n c riotdopey mark cuban fail benefactor fame want sit front row perhap put gennif flower right alongsidtrump head win say professor predict 30 year presidenti outcomcrook hillari bad judgement forc announc would go charlott saturday grandstand dem pol said way dumbjoin roanok virginia tomorrow berglund center coliseum 6pm ticket availhillari clinton lost everi republican ever includ never trump farmer amp sm biz say tax estat 65tomorrow day knock door make call us nation day action trumptrain magart exclus donald trump 30 million follow crash internetspoke governor north carolina today tremend job tough circumstinterview cleveland ohio tonight 10 00 p enjoylove beauti gal two amaz womenrt watch women work empow campaign celebr modern womensituat tulsa charlott tragic must come togeth make america safethank kenansvil north carolina rememb novemb 8th special interest gravi train comethank high point nc fight everi neglect part nation amp fight bring us togethcrook hillari fight isi whatev year new idea time changtogeth make america safe great imwithy americafirstinterview tonight florida enjoy
1531,"[[[0.06136364 0.256      0.3392     0.2916    ]
  [0.13469697 0.7382     0.5734     0.6624    ]
  [0.05454545 0.1833     0.2149     0.1572    ]
  [0.10969697 0.1662     0.5076     0.2598    ]
  [0.15969697 0.7698     0.554      0.6734    ]
  [0.13469697 0.2826     0.6076     0.3896    ]
  [0.11287879 0.5669     0.4119     0.5196    ]
  [0.23242424 0.75693333 0.53753333 0.72673333]]]","[0.06136364 0.256      0.3392     0.2916     0.13469697 0.7382
 0.5734     0.6624     0.05454545 0.1833     0.2149     0.1572
 0.10969697 0.1662     0.5076     0.2598     0.15969697 0.7698
 0.554      0.6734     0.13469697 0.2826     0.6076     0.3896
 0.11287879 0.5669     0.4119     0.5196     0.23242424 0.75693333
 0.53753333 0.72673333]",channel john kerri trade bad trade deal tpp debates2016realli sad news great arnold palmer king die one like true champion truli missmani team staff berni sander treat badli hillari clinton campaign like trump trade lotthank toledo ohio import get vote novemb 8 2016 let make america safehope violenc amp unrest charlott come immedi end injur get well soon need uniti amp leadership
1532,"[[[0.      0.      0.      0.     ]
  [0.04    0.0246  0.00924 0.02192]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.04    0.00816 0.02392 0.01344]
  [0.12    0.07788 0.0888  0.10256]
  [0.2     0.11926 0.08198 0.12294]]]","[0.      0.      0.      0.      0.04    0.0246  0.00924 0.02192 0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.04    0.00816 0.02392 0.01344 0.12    0.07788 0.0888
 0.10256 0.2     0.11926 0.08198 0.12294]",obama polici increas debt 9trillion last 8 yearrt administr bring job back debates2016hillari clinton 50 point ahead debatenightrt join offici social media platform tonight debat manag rapid responsteam deplor manag twitter account even debat tune debatenight trumppence16new nation bloomberg poll releas thank join movement trumptrainreadout meet isra prime minist benjamin netanyahulook forward meet benjamin netanyahu trump tower 10 00berni sander gave hillari dem nomin gave e mail issu gotten biggerthank roanok virginia movement join us today signback virginia tonight 6pm ralli berglund center roanok join ticketendors wonder surpris greatli appreci support tremend victori novemb 8thtoday day knock door make call us nation day action trumptrain magatrump would stimul u economicampaign movement makeamericagreatagainsign today amp winjoin roanok virginia saturday even 6pmthankgreat new poll thank nevada north carolina amp ohio join movement today amp let magamovement campaign leav past behind chang futur togeth make america safhillari clinton take day need rest sleep well hillari see debathead north carolina two big ralli soon bring job back belongpeopl notic hillari copi airplan ralli put plane behind like beginthank nevada americafirst makeamericagreatagainthank georgia americafirst makeamericagreatagainamaz ralli florida movement join us today
1540,"[[[0.14075369 0.17133333 0.63361111 0.52822222]
  [0.12113442 0.51011905 0.34516667 0.43133333]
  [0.09141414 0.05408333 0.422      0.31808333]
  [0.13434343 0.09166667 0.52888889 0.40583333]
  [0.07179487 0.30319444 0.24647222 0.27202778]
  [0.12560218 0.14991667 0.64383333 0.51233333]
  [0.13504274 0.28883333 0.67066667 0.59691667]
  [0.17991453 0.5097963  0.36969444 0.50390741]]]","[0.14075369 0.17133333 0.63361111 0.52822222 0.12113442 0.51011905
 0.34516667 0.43133333 0.09141414 0.05408333 0.422      0.31808333
 0.13434343 0.09166667 0.52888889 0.40583333 0.07179487 0.30319444
 0.24647222 0.27202778 0.12560218 0.14991667 0.64383333 0.51233333
 0.13504274 0.28883333 0.67066667 0.59691667 0.17991453 0.5097963
 0.36969444 0.50390741]",hillari clinton weak secretari state embolden terrorist world contsomeon told ok turn terrorist want destroy countri amp peopl get thru systemlawyer want sue fail badli irrespons intent said watch realli disgustarriv texa inform two offic shot thought prayertruli honor grate receiv much support american herotonight perform kiiaraand funniest myteacherisweird tweet fallontonight 09 16 2016 02 37 51 2473 10205 fals 776611024996823040 twitter iphon instead drive job wealth away america becom world great magnet innov amp job creation 22 46 11 10533 28147 fals 776552722195705857 twitter iphon join 11 35pme tonight enjoy 09 15 2016 22 41 13 3902 13976 fals 776551473475887104 twitter iphon rt scari statist american work harder make less need compet leadership 22 23 48 10079 0 true 776547091816517632 twitter iphon interview tonight 8pm enjoy 09 15 2016 21 11 47 3605 13376 fals 776528966668652544 twitter iphon full transcript econom plan deliv econom club new york maga 17 12 03 5991 15695 fals 776468635955130368 twitter iphon thank 15 39 10 3343 10769 fals 776445262420123648 twitter iphon thank law enforc offic across america lesm maga 14 50 08 8605 23284 fals 776432922450616320 twitter iphon thank enjoy tour spend time everyon see soon maga 14 34 13 3643 12773 fals 776428916303138816 twitter android 7 00 enjoy 09 15 2016 10 48 25 2087 10724 fals 776372090068955136 twitter android vote pennsylvania trump 2016 thank
1541,"[[[0.         0.         0.         0.        ]
  [0.08333333 0.06053333 0.0324     0.04956667]
  [0.01666667 0.00476667 0.0281     0.0091    ]
  [0.         0.         0.         0.        ]
  [0.03333333 0.03333333 0.0173     0.02243333]
  [0.         0.         0.         0.        ]
  [0.06666667 0.04103333 0.04746667 0.05171667]
  [0.16666667 0.11265    0.07788333 0.10091667]]]","[0.         0.         0.         0.         0.08333333 0.06053333
 0.0324     0.04956667 0.01666667 0.00476667 0.0281     0.0091
 0.         0.         0.         0.         0.03333333 0.03333333
 0.0173     0.02243333 0.         0.         0.         0.
 0.06666667 0.04103333 0.04746667 0.05171667 0.16666667 0.11265
 0.07788333 0.10091667]",philli fop chief presidenti endors clinton blew policrt media poll show ahead state pre obama twicenever met never like dopey robert gate look mess u alway speak badli mani boss includ obamafail gone nut crook hillari badli will say anyth becom laughingstock ragcrazi maureen dowd wacki columnist fail pretend know well wrongwacki hardli know make thing never said bore interview column neurot dopeget rate low get wors bore anti trump panelist mostli loser lifenever met former defens secretari robert gate know noth look result guidanc total disastthought prayer go amp polic offic philadelphiadonald trump birther event greatest trick everinterest takeleav miami houston oklahoma colorado miami crowd fantastgreat parad villag love maga thank incred support forgetthank great even laconia new hampshir back soontweet thedonald hair get jimmyfallon treatment thetonightshow trumppence16 truenever fan colin powel weak understand weapon mass destruct iraq disast much bettergreat poll nevada thank see soon magagreat even canton ohio thank go make america great join usthank ohio land canton ralli civic center join 7pmthank florida wait see friday miami jointhank imwithyouvideogreat poll florida thank imwithy americafirstthank ohio see tonightrussia took crimea call obama year know obama get free passpresid obama work instead campaign hillari clintonthank repthank repthankrt ivanka pen op ed ran afternoon read httpimwithy americafirst
1542,"[[[0.09659864 0.05532143 0.24814286 0.16392857]
  [0.21723356 0.61796429 0.39285714 0.42967857]
  [0.         0.         0.         0.        ]
  [0.09659864 0.05532143 0.24814286 0.16392857]
  [0.1835034  0.58455952 0.38165476 0.40465476]
  [0.03469388 0.01828571 0.105      0.04842857]
  [0.12029478 0.29335714 0.27192857 0.28089286]
  [0.2510771  0.54778571 0.38910714 0.47285714]]]","[0.09659864 0.05532143 0.24814286 0.16392857 0.21723356 0.61796429
 0.39285714 0.42967857 0.         0.         0.         0.
 0.09659864 0.05532143 0.24814286 0.16392857 0.1835034  0.58455952
 0.38165476 0.40465476 0.03469388 0.01828571 0.105      0.04842857
 0.12029478 0.29335714 0.27192857 0.28089286 0.2510771  0.54778571
 0.38910714 0.47285714]",great job law enforc proud embrac without countrirefuge syria 10k plu come lot young male poorli vet 09 19 2016 12 27 28 7601 17980 fals 777846568741441536 twitter android candid keep us safe7 02 enjoyterribl attack ny nj mn weekend think victim famili american need strongleadership obama amp clinton american experienc attack home victori abroad time chang playbookhappi birthday unit state air forcwould like express warmest regard best wish condol famili victim horribl bomb nychead colorado big ralli massiv crowd great peopl soon poll look goodcrook hillari want take 2nd amend right away gun taken heavili arm secret servic detail maybgo brand new trump intern hotel c major statementinterview tomorrow 7am enjoyhonor interview wonder detroit last week tune 9pme enjoyrt trump outlin new child care polici propos via app seem candid destinichild care reform make america great transcript
1550,"[[[0.07160494 0.12733333 0.23333333 0.20722222]
  [0.28118486 0.71031482 0.52864815 0.68096296]
  [0.02222222 0.00944444 0.09233333 0.04322222]
  [0.04713805 0.13255556 0.09955556 0.16155556]
  [0.20711079 0.68346296 0.48187037 0.60959259]
  [0.05044092 0.09622222 0.22155556 0.13177778]
  [0.10106622 0.35183333 0.32911111 0.35      ]
  [0.219232   0.70644444 0.42505556 0.61577778]]]","[0.07160494 0.12733333 0.23333333 0.20722222 0.28118486 0.71031482
 0.52864815 0.68096296 0.02222222 0.00944444 0.09233333 0.04322222
 0.04713805 0.13255556 0.09955556 0.16155556 0.20711079 0.68346296
 0.48187037 0.60959259 0.05044092 0.09622222 0.22155556 0.13177778
 0.10106622 0.35183333 0.32911111 0.35       0.219232   0.70644444
 0.42505556 0.61577778]",saw ur speech twitter u give hope optim feel though room u pray 4 ur success22 enjoyhillari said horribl thing support mani support never vote still respectrealli sad republican would allow use clinton ad lindsey graham romney flake sass suprem court remembwow hillari clinton insult support million amaz hard work peopl think cost pollgreat honor endors popular amp success gilmor va state much want win thx jimlui mexico unit state would made wonder deal togeth mexico us would benefitmexico lost brilliant financ minist wonder man know highli respect presid pe nietort last night winner clear amp proven time amp time let maga let win trumptrain
1551,"[[[0.         0.         0.         0.        ]
  [0.06896552 0.04813793 0.02293103 0.03503448]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.13793103 0.07975862 0.07517241 0.10241379]]]","[0.         0.         0.         0.         0.06896552 0.04813793
 0.02293103 0.03503448 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.13793103 0.07975862
 0.07517241 0.10241379]",thank clive iowajoin us today togeth makeamericagreatagainhead iowa join today noon makeamericagreatagainticketjoin clive iowa tomorrow noon americafirst magaticketgot back ashevil north carolina massiv ralli spirit crowd unbeliev thank magastop thank tremend men amp women hard workinterview 7 00hillari clinton 47 moment terribl thing said mani great americanreturn pensacola florida crowd incredhavn seen mani year hardli know never like style super lib crook h support irrelev dopethank florida go make america great join us americafirstdeliv major speech tonight live 8 10pm pensacola floridathank ohio togeth make america greatmake america great americafirst imwithyhenri mcmaster lt governor south carolina endors beat fail announc bakari seller badli funnirt join saturday nation day action work makeamericagreatagain httpjeff zucker fail failunwatch news fiction theyar disgrac broadcast industri arm clinton campaigndocumentari air total wast time even know mani peopl spoke jokehillari clinton answer email question differ last night past total confus unfit serv potuhillari gave disastr news confer tarmac make poor perform last night decim mediarough night hillari clinton abc newswow review thankcomethank nice review last nightthank america great commanderinchiefforum pollthank peter elect think big countri amp never let american peopl americafirstwow thank pensacola fl see friday 7pm joinamericafirst
1552,"[[[0.08888889 0.06716667 0.196      0.12675   ]
  [0.23611111 0.46083333 0.24216667 0.34866667]
  [0.01666667 0.01591667 0.04091667 0.01358333]
  [0.13888889 0.13058333 0.19370833 0.17154167]
  [0.08333333 0.21358333 0.09083333 0.15041667]
  [0.08611111 0.058      0.13345833 0.08245833]
  [0.04166667 0.11366667 0.0835     0.12766667]
  [0.30833333 0.45733333 0.33184722 0.468625  ]]]","[0.08888889 0.06716667 0.196      0.12675    0.23611111 0.46083333
 0.24216667 0.34866667 0.01666667 0.01591667 0.04091667 0.01358333
 0.13888889 0.13058333 0.19370833 0.17154167 0.08333333 0.21358333
 0.09083333 0.15041667 0.08611111 0.058      0.13345833 0.08245833
 0.04166667 0.11366667 0.0835     0.12766667 0.30833333 0.45733333
 0.33184722 0.468625  ]",rt ivanka join outlin innov new child care polici support american famili tuneserious fail despit much win poll number soon put first place write dishonest hitrt rt agre need presid fight american one write nearli half countrimissouri today melania funer wonder truli respect woman phylliwatch obvious toni total whack jobdummi writer want second book year said hostil basket case feel jiltfinal poll result nbc last night command chief forum thank imwithy magamatt lauer hurt hillari last night dumb answer email amp veteran said jailpoll result last night command chief forum americafirst trumptrainlast night result poll taken nbc americafirst imwithythank fantast veteran review poll almost everyon command chief present great nicedonald trump lead hillari clinton 19 point among militari veteran voter poll americafirst
1560,"[[[0.         0.         0.         0.        ]
  [0.02564103 0.02705769 0.01169231 0.01836538]
  [0.07692308 0.01069231 0.06626923 0.02330769]
  [0.         0.         0.         0.        ]
  [0.03846154 0.03846154 0.01996154 0.02588462]
  [0.         0.         0.         0.        ]
  [0.15384615 0.1075     0.10734615 0.12430769]
  [0.28205128 0.1895     0.15530769 0.20636538]]]","[0.         0.         0.         0.         0.02564103 0.02705769
 0.01169231 0.01836538 0.07692308 0.01069231 0.06626923 0.02330769
 0.         0.         0.         0.         0.03846154 0.03846154
 0.01996154 0.02588462 0.         0.         0.         0.
 0.15384615 0.1075     0.10734615 0.12430769 0.28205128 0.1895
 0.15530769 0.20636538]",thank americafirstchina provid red carpet stairway air forc one philippin presid call obama son whore terriblthank ohio americafirsthead youngstown ohio great poll americafirstlaborday americafirstvideofollow patriot amp support maga stick togeth 09 05 2016 03 59 58 3721 13791 fals 772645423097995264 twitter android biker ralli perri kansa everyon fan lovepoll close crook hillari get bed campaign tomorrow hammer 13 devic acid wash e mailgreat state arizona massiv ralli amaz peopl weak ineffect senat jeff flake sadrepublican parti need strong commit leader weak peopl go stop illeg immigrwow fail report properli crook fbi releas back pack longer credibl sourcreturn pensacola bay center florida friday 9 9 16 7pm joinimwithyamericafirst imwithygreat new poll iowa thank makeamericagreatagain imwithyvisit trump tower campaign headquart last night return ohio arizona pack great pro winpeopl surpris ground game nov 8 armi volunt peopl great spirit want magaheard crazi dumb mental breakdown talk low rate joe joe messpromis new legaci america go creat new american futur thank ohio imwithythank great review speech immigr last night thank also great peopl arizonatrump administr call americafirsthillari clinton strength stamina make america greatamnesti makeamericagreatagainrt hear churchil nice turn phrase trump immigr speech magnific speech ever givenarriv arizonagreat trip mexico today wonder leadership high qualiti peopl look forward next meethillari clinton go louisiana go mexico drive stamina make america great
1561,"[[[0.08531746 0.07544444 0.22227778 0.13261111]
  [0.26865079 0.50723148 0.35301852 0.46319444]
  [0.04365079 0.02372222 0.1535     0.05761111]
  [0.07936508 0.09972222 0.16088889 0.126     ]
  [0.20277778 0.47011111 0.32116667 0.429     ]
  [0.04365079 0.02372222 0.1535     0.05761111]
  [0.04087302 0.08952778 0.11011111 0.12161111]
  [0.23571428 0.54763889 0.37152778 0.51416667]]]","[0.08531746 0.07544444 0.22227778 0.13261111 0.26865079 0.50723148
 0.35301852 0.46319444 0.04365079 0.02372222 0.1535     0.05761111
 0.07936508 0.09972222 0.16088889 0.126      0.20277778 0.47011111
 0.32116667 0.429      0.04365079 0.02372222 0.1535     0.05761111
 0.04087302 0.08952778 0.11011111 0.12161111 0.23571428 0.54763889
 0.37152778 0.51416667]",truli great phylli schlafli honor strong endors presid pass away 92 specialthank american legion post 610 host penc amp roundtabl labor leader laborday magabeliev chines would give obama proper stairway get plane fight tarmactrump lead 2 get real lose bigdefi belief web lie hillari spin one excus anoth 09 05 2016 01 24 26 4834 15868 fals 772606281576280064 twitter android lyin hillari clinton told fbi know c mark document stood classifi happenrt fit msm narr wont share jess jackson 1999 httpcnn bias never ever watch trump 2016crook hillari v p pick said morn awar russia took crimea total lie taken termdisgust bia hard time promot crook hillari light new e mail scandalgreat visit detroit church fantast recept talk small protest outsid insid larg wonder crowdthank great faith ministri intern bishop wayn jackson detroitinterview tonight 8pm enjoythank morn enjoy time everyon alconvention2016poll number way make big progressmexico pay wallmexico pay wall 100 makeamericagreatagainrt watch leader first time three presid put america american firstthank washington togeth make america safe great imwithy americafirst
1562,"[[[0.14703283 0.28627778 0.55725    0.48119445]
  [0.14008839 0.667      0.498      0.61933333]
  [0.01799243 0.06333333 0.20866667 0.10233333]
  [0.09084596 0.2105     0.598      0.495     ]
  [0.11231061 0.59672222 0.41177778 0.54561111]
  [0.14917929 0.32341667 0.58383333 0.55408333]
  [0.17758838 0.55769444 0.64152778 0.69961111]
  [0.16496212 0.59903333 0.41333333 0.54486667]]]","[0.14703283 0.28627778 0.55725    0.48119445 0.14008839 0.667
 0.498      0.61933333 0.01799243 0.06333333 0.20866667 0.10233333
 0.09084596 0.2105     0.598      0.495      0.11231061 0.59672222
 0.41177778 0.54561111 0.14917929 0.32341667 0.58383333 0.55408333
 0.17758838 0.55769444 0.64152778 0.69961111 0.16496212 0.59903333
 0.41333333 0.54486667]",fa kudo stand cnn attempt bulli shout defend media bia 09 07 2016 04 22 37 5213 16806 fals 773375897554526208 twitter iphon interview tonight 11pme enjoy 09 07 2016 01 20 48 3037 13009 fals 773330142785630208 twitter iphon thank north carolina get amp votetrump 11 8 2016 makeamericagreatagain 00 32 58 6414 19012 fals 773318106630463488 twitter ipad great meet militari spous virginia join amp 22 09 01 6535 18886 fals 773281879848062976 twitter iphon thank amaz militari famili servic member veteran imwithy 20 02 26 8341 25719 fals 773250022045548544 twitter iphon join pensacola florida friday 7pm votetrump 17 57 59 4740 13911 fals 773218706084290565 twitter iphon thank votetrump imwithy 17 08 51 12467 32983 fals 773206341296979972 twitter web client mainstream media never cover hillari massiv hack cough attack yet 1 trend 09 06 2016 15 31 09 13967 35683 fals 773181751749402624 twitter android messag undecid voter pleas wake vote donaldtrump trump penc import save america latetribut late great phylli schlafli hope everybodi go get latest book conserv case trumppresid obama amp putin fail reach deal syria els new obama natur deal maker make bad dealneed show american hillari kill countri vote trumpafrican american commun democrat fail fifti year high crime poor school job fix voteformer presid vicent fox rail visit mexico today also invit apolog use f bomb
